chunk_id,doc,page,tags,char_count
hdfc_home_loan_agreement_p36_c0663,hdfc_home_loan_agreement,36,general,1207
hdfc_home_loan_agreement_p37_c0664,hdfc_home_loan_agreement,37,documents,1681
hdfc_home_loan_agreement_p37_c0665,hdfc_home_loan_agreement,37,interest|documents,972
hdfc_home_loan_agreement_p37_c0666,hdfc_home_loan_agreement,37,interest|documents,1492
hdfc_home_loan_agreement_p37_c0667,hdfc_home_loan_agreement,37,documents,1581
hdfc_home_loan_agreement_p37_c0668,hdfc_home_loan_agreement,37,documents,750
hdfc_home_loan_agreement_p38_c0669,hdfc_home_loan_agreement,38,interest|documents,1029
hdfc_home_loan_agreement_p38_c0670,hdfc_home_loan_agreement,38,documents,1878
hdfc_home_loan_agreement_p38_c0671,hdfc_home_loan_agreement,38,general,448
hdfc_home_loan_agreement_p38_c0672,hdfc_home_loan_agreement,38,documents,1137
hdfc_home_loan_agreement_p38_c0673,hdfc_home_loan_agreement,38,documents|legal,1098
hdfc_home_loan_agreement_p38_c0674,hdfc_home_loan_agreement,38,penalty,425
hdfc_home_loan_agreement_p38_c0675,hdfc_home_loan_agreement,38,general,189
hdfc_home_loan_agreement_p39_c0676,hdfc_home_loan_agreement,39,general,568
hdfc_home_loan_agreement_p39_c0677,hdfc_home_loan_agreement,39,general,457
hdfc_home_loan_agreement_p39_c0678,hdfc_home_loan_agreement,39,interest,913
hdfc_home_loan_agreement_p39_c0679,hdfc_home_loan_agreement,39,penalty|interest|documents,1362
hdfc_home_loan_agreement_p39_c0680,hdfc_home_loan_agreement,39,general,684
hdfc_home_loan_agreement_p39_c0681,hdfc_home_loan_agreement,39,interest|documents,948
hdfc_home_loan_agreement_p39_c0682,hdfc_home_loan_agreement,39,general,323
hdfc_home_loan_agreement_p40_c0683,hdfc_home_loan_agreement,40,documents,521
hdfc_home_loan_agreement_p40_c0684,hdfc_home_loan_agreement,40,penalty|interest,1326
hdfc_home_loan_agreement_p40_c0685,hdfc_home_loan_agreement,40,penalty,528
hdfc_home_loan_agreement_p41_c0686,hdfc_home_loan_agreement,41,general,752
hdfc_home_loan_agreement_p41_c0687,hdfc_home_loan_agreement,41,documents,971
hdfc_home_loan_agreement_p41_c0688,hdfc_home_loan_agreement,41,interest|documents,629
hdfc_home_loan_agreement_p41_c0689,hdfc_home_loan_agreement,41,general,708
hdfc_home_loan_agreement_p41_c0690,hdfc_home_loan_agreement,41,penalty|interest,553
hdfc_home_loan_agreement_p41_c0691,hdfc_home_loan_agreement,41,general,422
hdfc_home_loan_agreement_p41_c0692,hdfc_home_loan_agreement,41,penalty,755
hdfc_home_loan_agreement_p41_c0693,hdfc_home_loan_agreement,41,general,189
hdfc_home_loan_agreement_p42_c0694,hdfc_home_loan_agreement,42,general,1363
hdfc_home_loan_agreement_p42_c0695,hdfc_home_loan_agreement,42,documents,536
hdfc_home_loan_agreement_p42_c0696,hdfc_home_loan_agreement,42,interest,495
hdfc_home_loan_agreement_p42_c0697,hdfc_home_loan_agreement,42,general,683
hdfc_home_loan_agreement_p42_c0698,hdfc_home_loan_agreement,42,interest|documents,1203
hdfc_home_loan_agreement_p42_c0699,hdfc_home_loan_agreement,42,interest,923
hdfc_home_loan_agreement_p43_c0700,hdfc_home_loan_agreement,43,penalty|documents,504
hdfc_home_loan_agreement_p43_c0701,hdfc_home_loan_agreement,43,general,237
hdfc_home_loan_agreement_p44_c0702,hdfc_home_loan_agreement,44,general,501
hdfc_home_loan_agreement_p44_c0703,hdfc_home_loan_agreement,44,interest,315
hdfc_home_loan_agreement_p44_c0704,hdfc_home_loan_agreement,44,interest,170
hdfc_home_loan_agreement_p44_c0705,hdfc_home_loan_agreement,44,interest,481
hdfc_home_loan_agreement_p44_c0706,hdfc_home_loan_agreement,44,penalty,292
hdfc_home_loan_agreement_p45_c0707,hdfc_home_loan_agreement,45,general,504
hdfc_home_loan_agreement_p48_c0708,hdfc_home_loan_agreement,48,general,1836
hdfc_home_loan_agreement_p48_c0709,hdfc_home_loan_agreement,48,general,437
hdfc_home_loan_agreement_p48_c0710,hdfc_home_loan_agreement,48,general,286
hdfc_home_loan_agreement_p49_c0711,hdfc_home_loan_agreement,49,interest|documents,870
hdfc_home_loan_agreement_p49_c0712,hdfc_home_loan_agreement,49,interest|documents,1450
hdfc_home_loan_agreement_p49_c0713,hdfc_home_loan_agreement,49,penalty|documents,1421
hdfc_home_loan_agreement_p49_c0714,hdfc_home_loan_agreement,49,general,189
hdfc_home_loan_agreement_p50_c0715,hdfc_home_loan_agreement,50,interest|documents,1083
hdfc_home_loan_agreement_p50_c0716,hdfc_home_loan_agreement,50,documents,612
hdfc_home_loan_agreement_p50_c0717,hdfc_home_loan_agreement,50,penalty|interest|documents,1906
hdfc_home_loan_agreement_p50_c0718,hdfc_home_loan_agreement,50,documents,365
hdfc_home_loan_agreement_p51_c0719,hdfc_home_loan_agreement,51,interest,994
hdfc_home_loan_agreement_p51_c0720,hdfc_home_loan_agreement,51,penalty|interest,439
hdfc_home_loan_agreement_p51_c0721,hdfc_home_loan_agreement,51,penalty|interest,557
hdfc_home_loan_agreement_p51_c0722,hdfc_home_loan_agreement,51,general,350
hdfc_home_loan_agreement_p51_c0723,hdfc_home_loan_agreement,51,penalty|interest,610
hdfc_home_loan_agreement_p51_c0724,hdfc_home_loan_agreement,51,general,433
hdfc_home_loan_agreement_p51_c0725,hdfc_home_loan_agreement,51,interest,1191
hdfc_home_loan_agreement_p51_c0726,hdfc_home_loan_agreement,51,general,217
hdfc_home_loan_agreement_p52_c0727,hdfc_home_loan_agreement,52,interest,436
hdfc_home_loan_agreement_p52_c0728,hdfc_home_loan_agreement,52,interest|documents,2772
hdfc_home_loan_agreement_p53_c0729,hdfc_home_loan_agreement,53,penalty|interest|has_percentage,714
hdfc_home_loan_agreement_p53_c0730,hdfc_home_loan_agreement,53,penalty|has_percentage,589
hdfc_home_loan_agreement_p53_c0731,hdfc_home_loan_agreement,53,penalty|has_percentage,314
hdfc_home_loan_agreement_p53_c0732,hdfc_home_loan_agreement,53,penalty|interest|has_percentage,493
hdfc_home_loan_agreement_p53_c0733,hdfc_home_loan_agreement,53,penalty|interest|has_percentage,983
hdfc_home_loan_agreement_p53_c0734,hdfc_home_loan_agreement,53,interest|has_percentage,705
hdfc_home_loan_agreement_p53_c0735,hdfc_home_loan_agreement,53,has_percentage,139
hdfc_home_loan_agreement_p54_c0736,hdfc_home_loan_agreement,54,penalty|documents,473
hdfc_home_loan_agreement_p54_c0737,hdfc_home_loan_agreement,54,penalty|interest,422
hdfc_home_loan_agreement_p54_c0738,hdfc_home_loan_agreement,54,penalty|interest|has_percentage,1783
hdfc_home_loan_agreement_p54_c0739,hdfc_home_loan_agreement,54,penalty|has_percentage,147
hdfc_home_loan_agreement_p54_c0740,hdfc_home_loan_agreement,54,penalty|interest|documents|has_percentage,784
hdfc_home_loan_agreement_p55_c0741,hdfc_home_loan_agreement,55,penalty|interest|documents|has_percentage,445
hdfc_home_loan_agreement_p55_c0742,hdfc_home_loan_agreement,55,documents,876
hero_housing_terms_p1_c0743,hero_housing_terms,1,general,825
hero_housing_terms_p1_c0744,hero_housing_terms,1,interest|documents|has_percentage,684
hero_housing_terms_p1_c0745,hero_housing_terms,1,penalty,431
hero_housing_terms_p1_c0746,hero_housing_terms,1,penalty|interest|documents|has_percentage,808
hero_housing_terms_p2_c0747,hero_housing_terms,2,penalty|interest|documents|has_percentage,2595
hero_housing_terms_p3_c0748,hero_housing_terms,3,penalty|interest|documents|has_percentage,1082
hero_housing_terms_p3_c0749,hero_housing_terms,3,general,537
hero_housing_terms_p3_c0750,hero_housing_terms,3,general,370
hero_housing_terms_p3_c0751,hero_housing_terms,3,penalty|interest|documents,1062
hero_housing_terms_p3_c0752,hero_housing_terms,3,penalty|has_percentage,255
hero_housing_terms_p3_c0753,hero_housing_terms,3,penalty|has_percentage,326
hero_housing_terms_p4_c0754,hero_housing_terms,4,documents,646
hero_housing_terms_p4_c0755,hero_housing_terms,4,general,438
hero_housing_terms_p4_c0756,hero_housing_terms,4,penalty|interest|documents,574
hero_housing_terms_p4_c0757,hero_housing_terms,4,interest|documents,311
hero_housing_terms_p4_c0758,hero_housing_terms,4,documents,1213
hero_housing_terms_p4_c0759,hero_housing_terms,4,penalty|interest|documents,689
hero_housing_terms_p4_c0760,hero_housing_terms,4,general,443
hero_housing_terms_p4_c0761,hero_housing_terms,4,interest|documents,558
hero_housing_terms_p4_c0762,hero_housing_terms,4,general,412
hero_housing_terms_p5_c0763,hero_housing_terms,5,general,384
hero_housing_terms_p5_c0764,hero_housing_terms,5,general,474
hero_housing_terms_p5_c0765,hero_housing_terms,5,interest,276
hero_housing_terms_p5_c0766,hero_housing_terms,5,general,579
hero_housing_terms_p5_c0767,hero_housing_terms,5,interest,853
hero_housing_terms_p5_c0768,hero_housing_terms,5,documents|legal,494
hero_housing_terms_p5_c0769,hero_housing_terms,5,general,416
hero_housing_terms_p6_c0770,hero_housing_terms,6,documents,740
hero_housing_terms_p6_c0771,hero_housing_terms,6,documents,303
hero_housing_terms_p6_c0772,hero_housing_terms,6,penalty|documents,644
hero_housing_terms_p6_c0773,hero_housing_terms,6,penalty|documents,778
hero_housing_terms_p6_c0774,hero_housing_terms,6,general,1036
hero_housing_terms_p7_c0775,hero_housing_terms,7,documents,519
hero_housing_terms_p7_c0776,hero_housing_terms,7,documents,472
rbi_interest_rates_advances_2003_p1_c0777,rbi_interest_rates_advances_2003,1,interest,729
rbi_interest_rates_advances_2003_p2_c0778,rbi_interest_rates_advances_2003,2,interest|legal,420
rbi_interest_rates_advances_2003_p2_c0779,rbi_interest_rates_advances_2003,2,interest,143
rbi_interest_rates_advances_2003_p3_c0780,rbi_interest_rates_advances_2003,3,penalty|interest|documents,839
rbi_interest_rates_advances_2003_p3_c0781,rbi_interest_rates_advances_2003,3,interest|documents,696
rbi_interest_rates_advances_2003_p3_c0782,rbi_interest_rates_advances_2003,3,interest,320
rbi_interest_rates_advances_2003_p4_c0783,rbi_interest_rates_advances_2003,4,penalty|interest,677
rbi_interest_rates_advances_2003_p4_c0784,rbi_interest_rates_advances_2003,4,interest,378
rbi_interest_rates_advances_2003_p4_c0785,rbi_interest_rates_advances_2003,4,penalty|interest|documents,795
rbi_interest_rates_advances_2003_p5_c0786,rbi_interest_rates_advances_2003,5,interest|documents,739
rbi_interest_rates_advances_2003_p5_c0787,rbi_interest_rates_advances_2003,5,interest,311
rbi_interest_rates_advances_2003_p5_c0788,rbi_interest_rates_advances_2003,5,penalty|interest,704
rbi_interest_rates_advances_2003_p5_c0789,rbi_interest_rates_advances_2003,5,interest,310
rbi_interest_rates_advances_2003_p6_c0790,rbi_interest_rates_advances_2003,6,penalty|interest|documents|legal,993
rbi_interest_rates_advances_2003_p6_c0791,rbi_interest_rates_advances_2003,6,penalty|interest,317
rbi_interest_rates_advances_2003_p6_c0792,rbi_interest_rates_advances_2003,6,general,190
rbi_interest_rates_advances_2003_p7_c0793,rbi_interest_rates_advances_2003,7,penalty|interest|documents,431
rbi_interest_rates_advances_2003_p7_c0794,rbi_interest_rates_advances_2003,7,interest|documents,747
rbi_interest_rates_advances_2003_p7_c0795,rbi_interest_rates_advances_2003,7,penalty|interest,419
rbi_interest_rates_advances_2003_p7_c0796,rbi_interest_rates_advances_2003,7,interest|documents,416
rbi_interest_rates_advances_2003_p8_c0797,rbi_interest_rates_advances_2003,8,penalty|interest,810
rbi_interest_rates_advances_2003_p8_c0798,rbi_interest_rates_advances_2003,8,interest,938
rbi_interest_rates_advances_2003_p8_c0799,rbi_interest_rates_advances_2003,8,interest,445
rbi_interest_rates_advances_2003_p9_c0800,rbi_interest_rates_advances_2003,9,interest,833
rbi_interest_rates_advances_2003_p9_c0801,rbi_interest_rates_advances_2003,9,general,283
rbi_interest_rates_advances_2003_p10_c0802,rbi_interest_rates_advances_2003,10,penalty|interest,914
rbi_interest_rates_advances_2003_p10_c0803,rbi_interest_rates_advances_2003,10,penalty|interest|has_percentage,313
rbi_interest_rates_advances_2003_p10_c0804,rbi_interest_rates_advances_2003,10,interest|has_percentage,358
rbi_interest_rates_advances_2003_p11_c0805,rbi_interest_rates_advances_2003,11,documents,651
rbi_interest_rates_advances_2003_p11_c0806,rbi_interest_rates_advances_2003,11,penalty|interest,250
rbi_interest_rates_advances_2003_p12_c0807,rbi_interest_rates_advances_2003,12,legal,396
rbi_interest_rates_advances_2003_p12_c0808,rbi_interest_rates_advances_2003,12,general,460
rbi_interest_rates_advances_2003_p12_c0809,rbi_interest_rates_advances_2003,12,general,435
rbi_interest_rates_advances_2003_p12_c0810,rbi_interest_rates_advances_2003,12,documents|legal,436
rbi_interest_rates_advances_2003_p12_c0811,rbi_interest_rates_advances_2003,12,general,330
rbi_interest_rates_advances_2003_p14_c0812,rbi_interest_rates_advances_2003,14,general,331
rbi_interest_rates_advances_2007_p1_c0813,rbi_interest_rates_advances_2007,1,interest,420
rbi_interest_rates_advances_2007_p1_c0814,rbi_interest_rates_advances_2007,1,general,235
rbi_interest_rates_advances_2007_p2_c0815,rbi_interest_rates_advances_2007,2,interest|legal,736
rbi_interest_rates_advances_2007_p2_c0816,rbi_interest_rates_advances_2007,2,interest,493
rbi_interest_rates_advances_2007_p2_c0817,rbi_interest_rates_advances_2007,2,penalty|interest|legal,316
rbi_interest_rates_advances_2007_p3_c0818,rbi_interest_rates_advances_2007,3,penalty|interest,434
rbi_interest_rates_advances_2007_p3_c0819,rbi_interest_rates_advances_2007,3,penalty|interest,361
rbi_interest_rates_advances_2007_p3_c0820,rbi_interest_rates_advances_2007,3,interest|documents,665
rbi_interest_rates_advances_2007_p3_c0821,rbi_interest_rates_advances_2007,3,interest,673
rbi_interest_rates_advances_2007_p3_c0822,rbi_interest_rates_advances_2007,3,interest|documents,314
rbi_interest_rates_advances_2007_p3_c0823,rbi_interest_rates_advances_2007,3,penalty|interest|documents,465
rbi_interest_rates_advances_2007_p4_c0824,rbi_interest_rates_advances_2007,4,interest,329
rbi_interest_rates_advances_2007_p4_c0825,rbi_interest_rates_advances_2007,4,penalty|interest|documents,653
rbi_interest_rates_advances_2007_p4_c0826,rbi_interest_rates_advances_2007,4,interest,292
rbi_interest_rates_advances_2007_p4_c0827,rbi_interest_rates_advances_2007,4,interest,445
rbi_interest_rates_advances_2007_p4_c0828,rbi_interest_rates_advances_2007,4,penalty|interest,635
rbi_interest_rates_advances_2007_p4_c0829,rbi_interest_rates_advances_2007,4,interest,268
rbi_interest_rates_advances_2007_p5_c0830,rbi_interest_rates_advances_2007,5,penalty|interest|documents,504
rbi_interest_rates_advances_2007_p5_c0831,rbi_interest_rates_advances_2007,5,documents,399
rbi_interest_rates_advances_2007_p5_c0832,rbi_interest_rates_advances_2007,5,general,491
rbi_interest_rates_advances_2007_p5_c0833,rbi_interest_rates_advances_2007,5,interest,492
rbi_interest_rates_advances_2007_p5_c0834,rbi_interest_rates_advances_2007,5,interest,424
rbi_interest_rates_advances_2007_p6_c0835,rbi_interest_rates_advances_2007,6,penalty|interest,451
rbi_interest_rates_advances_2007_p6_c0836,rbi_interest_rates_advances_2007,6,interest|legal,360
rbi_interest_rates_advances_2007_p6_c0837,rbi_interest_rates_advances_2007,6,penalty|interest|documents|legal,880
rbi_interest_rates_advances_2007_p6_c0838,rbi_interest_rates_advances_2007,6,penalty|interest,420
rbi_interest_rates_advances_2007_p6_c0839,rbi_interest_rates_advances_2007,6,general,175
rbi_interest_rates_advances_2007_p7_c0840,rbi_interest_rates_advances_2007,7,penalty|interest|documents,447
rbi_interest_rates_advances_2007_p7_c0841,rbi_interest_rates_advances_2007,7,penalty|interest|documents,541
rbi_interest_rates_advances_2007_p7_c0842,rbi_interest_rates_advances_2007,7,penalty|interest,490
rbi_interest_rates_advances_2007_p7_c0843,rbi_interest_rates_advances_2007,7,interest|documents,356
rbi_interest_rates_advances_2007_p7_c0844,rbi_interest_rates_advances_2007,7,interest,501
rbi_interest_rates_advances_2007_p7_c0845,rbi_interest_rates_advances_2007,7,penalty|interest,636
rbi_interest_rates_advances_2007_p8_c0846,rbi_interest_rates_advances_2007,8,interest,197
rbi_interest_rates_advances_2007_p8_c0847,rbi_interest_rates_advances_2007,8,interest,596
rbi_interest_rates_advances_2007_p8_c0848,rbi_interest_rates_advances_2007,8,penalty|interest,405
rbi_interest_rates_advances_2007_p8_c0849,rbi_interest_rates_advances_2007,8,penalty|interest,801
rbi_interest_rates_advances_2007_p8_c0850,rbi_interest_rates_advances_2007,8,penalty|interest,608
rbi_interest_rates_advances_2007_p9_c0851,rbi_interest_rates_advances_2007,9,interest,547
rbi_interest_rates_advances_2007_p9_c0852,rbi_interest_rates_advances_2007,9,general,1201
rbi_interest_rates_advances_2007_p10_c0853,rbi_interest_rates_advances_2007,10,penalty|interest,431
rbi_interest_rates_advances_2007_p10_c0854,rbi_interest_rates_advances_2007,10,interest|has_percentage,222
rbi_interest_rates_advances_2007_p10_c0855,rbi_interest_rates_advances_2007,10,penalty|interest|has_percentage,168
rbi_interest_rates_advances_2007_p10_c0856,rbi_interest_rates_advances_2007,10,interest|documents,1000
rbi_interest_rates_advances_2007_p10_c0857,rbi_interest_rates_advances_2007,10,penalty|interest,250
rbi_interest_rates_advances_2007_p11_c0858,rbi_interest_rates_advances_2007,11,interest|legal,1053
rbi_interest_rates_advances_2007_p11_c0859,rbi_interest_rates_advances_2007,11,documents|legal,499
rbi_interest_rates_advances_2007_p11_c0860,rbi_interest_rates_advances_2007,11,legal,488
rbi_interest_rates_advances_2007_p12_c0861,rbi_interest_rates_advances_2007,12,interest,473
rbi_interest_rate_2016_p1_c0862,rbi_interest_rate_2016,1,interest|legal,503
rbi_interest_rate_2016_p1_c0863,rbi_interest_rate_2016,1,general,476
rbi_interest_rate_2016_p1_c0864,rbi_interest_rate_2016,1,general,349
rbi_interest_rate_2016_p1_c0865,rbi_interest_rate_2016,1,interest,467
rbi_interest_rate_2016_p1_c0866,rbi_interest_rate_2016,1,interest,352
rbi_interest_rate_2016_p1_c0867,rbi_interest_rate_2016,1,penalty|interest,471
rbi_interest_rate_2016_p2_c0868,rbi_interest_rate_2016,2,interest|legal,438
rbi_interest_rate_2016_p2_c0869,rbi_interest_rate_2016,2,interest,428
rbi_interest_rate_2016_p2_c0870,rbi_interest_rate_2016,2,penalty|interest|documents|legal,414
rbi_interest_rate_2016_p2_c0871,rbi_interest_rate_2016,2,penalty|interest,659
rbi_interest_rate_2016_p2_c0872,rbi_interest_rate_2016,2,interest|documents|legal,496
rbi_interest_rate_2016_p2_c0873,rbi_interest_rate_2016,2,penalty|interest|documents,328
rbi_interest_rate_2016_p3_c0874,rbi_interest_rate_2016,3,interest,423
rbi_interest_rate_2016_p3_c0875,rbi_interest_rate_2016,3,interest|documents,673
rbi_interest_rate_2016_p3_c0876,rbi_interest_rate_2016,3,interest|documents,404
rbi_interest_rate_2016_p3_c0877,rbi_interest_rate_2016,3,interest,417
rbi_interest_rate_2016_p3_c0878,rbi_interest_rate_2016,3,documents,511
rbi_interest_rate_2016_p4_c0879,rbi_interest_rate_2016,4,penalty|interest,475
rbi_interest_rate_2016_p4_c0880,rbi_interest_rate_2016,4,documents,383
rbi_interest_rate_2016_p4_c0881,rbi_interest_rate_2016,4,general,586
rbi_interest_rate_2016_p4_c0882,rbi_interest_rate_2016,4,general,290
rbi_interest_rate_2016_p4_c0883,rbi_interest_rate_2016,4,interest,476
rbi_interest_rate_2016_p4_c0884,rbi_interest_rate_2016,4,interest|documents|legal,258
rbi_interest_rate_2016_p5_c0885,rbi_interest_rate_2016,5,penalty|interest,393
rbi_interest_rate_2016_p5_c0886,rbi_interest_rate_2016,5,penalty|interest|documents|legal,637
rbi_interest_rate_2016_p5_c0887,rbi_interest_rate_2016,5,documents,312
rbi_interest_rate_2016_p5_c0888,rbi_interest_rate_2016,5,penalty|interest|legal,825
rbi_interest_rate_2016_p5_c0889,rbi_interest_rate_2016,5,interest|documents|legal,453
rbi_interest_rate_2016_p5_c0890,rbi_interest_rate_2016,5,interest,463
rbi_interest_rate_2016_p5_c0891,rbi_interest_rate_2016,5,general,140
rbi_interest_rate_2016_p6_c0892,rbi_interest_rate_2016,6,penalty|interest|documents,463
rbi_interest_rate_2016_p6_c0893,rbi_interest_rate_2016,6,interest|documents,426
rbi_interest_rate_2016_p6_c0894,rbi_interest_rate_2016,6,interest,530
rbi_interest_rate_2016_p6_c0895,rbi_interest_rate_2016,6,penalty|interest,480
rbi_interest_rate_2016_p6_c0896,rbi_interest_rate_2016,6,penalty|interest,601
rbi_interest_rate_2016_p6_c0897,rbi_interest_rate_2016,6,interest,409
rbi_interest_rate_2016_p7_c0898,rbi_interest_rate_2016,7,interest|documents,401
rbi_interest_rate_2016_p7_c0899,rbi_interest_rate_2016,7,interest|documents|has_percentage,767
rbi_interest_rate_2016_p7_c0900,rbi_interest_rate_2016,7,general,390
rbi_interest_rate_2016_p7_c0901,rbi_interest_rate_2016,7,general,328
rbi_interest_rate_2016_p8_c0902,rbi_interest_rate_2016,8,interest|legal,1016
rbi_interest_rate_2016_p8_c0903,rbi_interest_rate_2016,8,interest,413
rbi_interest_rate_2016_p8_c0904,rbi_interest_rate_2016,8,interest,451
rbi_interest_rate_2016_p9_c0905,rbi_interest_rate_2016,9,interest,585
rbi_interest_rate_2016_p9_c0906,rbi_interest_rate_2016,9,documents|has_percentage,553
rbi_interest_rate_2016_p9_c0907,rbi_interest_rate_2016,9,has_percentage,532
rbi_interest_rate_2016_p9_c0908,rbi_interest_rate_2016,9,interest,314
rbi_interest_rate_2016_p10_c0909,rbi_interest_rate_2016,10,interest,1114
rbi_interest_rate_2016_p10_c0910,rbi_interest_rate_2016,10,interest,1109
rbi_interest_rate_2016_p11_c0911,rbi_interest_rate_2016,11,penalty|interest,2044
rbi_interest_rate_2016_p12_c0912,rbi_interest_rate_2016,12,interest,1408
rbi_kfs_for_loans_p1_c0913,rbi_kfs_for_loans,1,interest,1016
rbi_kfs_for_loans_p1_c0914,rbi_kfs_for_loans,1,general,373
rbi_kfs_for_loans_p1_c0915,rbi_kfs_for_loans,1,penalty|documents,479
rbi_kfs_for_loans_p2_c0916,rbi_kfs_for_loans,2,penalty|interest,522
rbi_kfs_for_loans_p2_c0917,rbi_kfs_for_loans,2,penalty|interest|documents,459
rbi_kfs_for_loans_p2_c0918,rbi_kfs_for_loans,2,general,201
rbi_kfs_for_loans_p2_c0919,rbi_kfs_for_loans,2,penalty|interest|documents,976
rbi_kfs_for_loans_p2_c0920,rbi_kfs_for_loans,2,general,271
rbi_kfs_for_loans_p3_c0921,rbi_kfs_for_loans,3,penalty|interest,355
rbi_kfs_for_loans_p3_c0922,rbi_kfs_for_loans,3,penalty|interest|documents,434
rbi_kfs_for_loans_p3_c0923,rbi_kfs_for_loans,3,penalty,406
rbi_kfs_for_loans_p3_c0924,rbi_kfs_for_loans,3,general,637
rbi_kfs_for_loans_p4_c0925,rbi_kfs_for_loans,4,legal,449
rbi_kfs_for_loans_p4_c0926,rbi_kfs_for_loans,4,general,570
rbi_kfs_for_loans_p5_c0927,rbi_kfs_for_loans,5,penalty|interest|has_percentage|legal,839
rbi_kfs_for_loans_p5_c0928,rbi_kfs_for_loans,5,penalty|interest,1218
rbi_kfs_for_loans_p6_c0929,rbi_kfs_for_loans,6,penalty|interest|documents|legal,1118
rbi_kfs_for_loans_p7_c0930,rbi_kfs_for_loans,7,interest,441
rbi_kfs_for_loans_p7_c0931,rbi_kfs_for_loans,7,penalty|interest|documents|has_percentage,1801
rbi_kfs_for_loans_p8_c0932,rbi_kfs_for_loans,8,interest,858
sbi_home_loan_terms_p1_c0933,sbi_home_loan_terms,1,has_percentage,1316
sbi_home_loan_terms_p2_c0934,sbi_home_loan_terms,2,penalty|interest,475
sbi_home_loan_terms_p2_c0935,sbi_home_loan_terms,2,penalty|interest|has_percentage,615
sbi_home_loan_terms_p2_c0936,sbi_home_loan_terms,2,penalty|interest|has_percentage,748
sbi_home_loan_terms_p2_c0937,sbi_home_loan_terms,2,penalty|has_percentage,288
sbi_home_loan_terms_p3_c0938,sbi_home_loan_terms,3,has_percentage,467
sbi_home_loan_terms_p3_c0939,sbi_home_loan_terms,3,interest|has_percentage,404
sbi_home_loan_terms_p3_c0940,sbi_home_loan_terms,3,penalty|interest,417
sbi_home_loan_terms_p3_c0941,sbi_home_loan_terms,3,general,726
sbi_home_loan_terms_p4_c0942,sbi_home_loan_terms,4,general,577
sbi_home_loan_terms_p4_c0943,sbi_home_loan_terms,4,penalty,416
sbi_home_loan_terms_p4_c0944,sbi_home_loan_terms,4,penalty|has_percentage,1074
sbi_home_loan_terms_p5_c0945,sbi_home_loan_terms,5,penalty|interest,860
sbi_home_loan_terms_p5_c0946,sbi_home_loan_terms,5,penalty|interest,464
sbi_home_loan_terms_p6_c0947,sbi_home_loan_terms,6,penalty|documents,469
sbi_home_loan_terms_p6_c0948,sbi_home_loan_terms,6,general,360
sbi_home_loan_terms_p6_c0949,sbi_home_loan_terms,6,penalty,658
sbi_home_loan_terms_p6_c0950,sbi_home_loan_terms,6,general,485
sbi_home_loan_terms_p6_c0951,sbi_home_loan_terms,6,general,120
sbi_home_loan_terms_p7_c0952,sbi_home_loan_terms,7,penalty|documents|has_percentage,831
sbi_home_loan_terms_p7_c0953,sbi_home_loan_terms,7,penalty|has_percentage,996
sbi_home_loan_terms_p8_c0954,sbi_home_loan_terms,8,general,430
